index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
8221,79,housemaid,married,basic.9y,unknown,yes,yes,cellular,jun,fri,1024,31,21,1,nonexistent,-1.5767750537021528,93.8379087584048,-44.82814073229277,1.115736614695515,5017.5
8222,18,unemployed,married,university.degree,unknown,unknown,yes,telephone,jun,mon,2559,3,18,4,nonexistent,1.386432443721024,94.08144336010548,-32.18771022169209,3.6525447924011405,5023.5
8223,66,blue-collar,single,basic.4y,unknown,no,yes,cellular,sep,wed,3776,32,25,2,nonexistent,1.2253630889060276,93.07002359126683,-42.54947767642076,2.0711499038186996,5099.1
8224,31,housemaid,divorced,basic.4y,no,unknown,yes,cellular,sep,wed,1728,4,5,4,failure,0.8634827827794029,92.99688644927846,-36.376882637305556,3.481476591485834,5017.5
8225,67,entrepreneur,unknown,high.school,unknown,unknown,unknown,cellular,jul,fri,1665,40,17,6,failure,-0.3317484848694705,93.94839030139926,-48.285904925293806,3.156932534980835,5176.3
8226,24,housemaid,married,high.school,unknown,yes,no,telephone,mar,mon,2851,6,4,6,failure,-0.7150084090149242,94.65464327495154,-39.1206541830005,3.095337713166165,5099.1
8227,58,services,divorced,university.degree,yes,no,unknown,cellular,jun,fri,3859,13,8,3,nonexistent,-0.1391979399203782,92.88146034619685,-37.20657797906962,2.3568839614201,5099.1
8228,61,admin.,single,university.degree,unknown,unknown,no,cellular,jul,thu,2157,38,20,3,success,0.8811139319246766,94.17941376779021,-31.913992376566277,4.446354143508849,5008.7
8229,54,blue-collar,single,basic.6y,no,no,unknown,telephone,aug,mon,2329,5,16,2,nonexistent,-3.2776645394712185,93.49513641872919,-47.04622753415001,2.4408445742493368,5017.5
8230,48,blue-collar,married,illiterate,no,no,yes,cellular,jul,tue,607,6,10,0,nonexistent,-2.0877141513853075,94.34524706594908,-44.52190471052346,2.166058752792746,5191.0
8231,61,blue-collar,divorced,high.school,yes,unknown,no,cellular,aug,tue,4982,30,10,2,failure,0.4869106961139469,93.02000516556313,-28.722812528933993,3.9939699124374286,5076.2
8232,30,technician,single,basic.9y,yes,unknown,no,cellular,sep,wed,4037,22,25,6,success,-0.8349716897922979,93.1233740171001,-27.83042632903476,0.7695128007544415,4963.6
8233,63,management,single,basic.4y,yes,unknown,yes,telephone,dec,wed,398,19,21,5,success,-2.8702828361385886,93.87988151415072,-38.50956725086884,3.416932361556667,5076.2
8234,25,unemployed,unknown,basic.4y,no,no,no,telephone,apr,mon,2154,1,15,3,success,0.11930149696171899,92.91037912856814,-31.501956693883233,4.679069713689551,5017.5
8235,64,housemaid,single,illiterate,no,no,unknown,cellular,aug,wed,4180,24,25,6,failure,-1.3772947251320673,92.5637473306787,-45.07294960518898,2.412823983567564,5023.5
8236,79,retired,single,basic.6y,no,no,unknown,telephone,dec,fri,556,15,24,5,success,-1.8210610451912415,94.49789434305194,-32.54902739427229,4.656329179997052,5076.2
8237,78,admin.,single,professional.course,unknown,no,yes,telephone,dec,thu,4602,5,13,4,nonexistent,-0.7352003167467482,94.59247723997022,-50.400930647036105,1.0187278046685209,5099.1
8238,21,services,married,professional.course,unknown,no,yes,cellular,dec,mon,1568,35,13,1,success,0.0539187309075424,93.66860517812991,-31.948944377179064,4.112868643696769,5195.8
8239,58,technician,married,basic.4y,unknown,no,unknown,cellular,apr,thu,1940,29,5,2,nonexistent,1.1366066613841403,92.88872480196933,-30.990011595331943,1.3563210664590408,5023.5
8240,46,self-employed,single,basic.4y,no,yes,yes,cellular,mar,thu,2808,37,4,3,nonexistent,0.4841077356333314,93.2563211114344,-30.140232659120556,3.808159474364567,4963.6
8241,41,entrepreneur,married,basic.4y,unknown,yes,yes,telephone,mar,fri,3150,34,17,0,success,-0.9607115074640387,93.67785301354381,-34.33412734703925,4.170082740517812,4963.6
8242,51,unemployed,divorced,professional.course,no,no,unknown,cellular,oct,thu,823,37,2,0,nonexistent,1.0656743399828215,94.60026004552269,-32.28717103058466,0.7981577178527833,5176.3
8243,41,admin.,married,professional.course,no,no,yes,telephone,jul,fri,2362,29,7,4,failure,0.674240022089974,94.16181006918194,-48.4885636762512,2.4512173565533084,5228.1
8244,29,management,single,basic.9y,yes,unknown,yes,cellular,jul,mon,1114,31,13,1,failure,-0.9436139173158082,92.66338544383535,-50.575710626462765,1.842469341161583,5099.1
8245,70,technician,single,high.school,yes,yes,unknown,telephone,oct,tue,324,48,21,5,failure,-2.9006899201646243,93.29590494853568,-42.11154501398528,3.464623762229205,5228.1
8246,17,management,divorced,illiterate,unknown,unknown,unknown,telephone,dec,wed,1109,16,26,3,success,0.4524550834696268,93.98501984080781,-33.69169517183485,3.939978345053033,5176.3
8247,47,retired,unknown,illiterate,no,unknown,no,cellular,apr,thu,977,9,1,4,nonexistent,-3.2614653021667714,93.8678824131932,-42.021357890968694,1.653978365411111,5228.1
8248,58,housemaid,unknown,professional.course,yes,yes,yes,telephone,jun,fri,73,3,25,2,nonexistent,-0.11731920058340073,93.62115509469217,-27.101014607275783,3.424285115717726,5017.5
8249,18,blue-collar,single,basic.6y,no,yes,yes,telephone,oct,wed,4766,44,8,1,nonexistent,-1.3374458024186886,94.27519353528159,-49.35301113304012,3.302272923130243,5099.1
8250,64,housemaid,single,illiterate,unknown,no,unknown,cellular,apr,mon,182,12,5,6,failure,-3.095829742925448,94.54593963982869,-33.73984792146314,4.743073664199532,5228.1
8251,78,entrepreneur,single,basic.4y,no,unknown,yes,cellular,mar,mon,4410,37,24,1,failure,0.8981189696676224,92.53439851153323,-28.314943980150947,1.800310287001643,5008.7
8252,19,self-employed,married,professional.course,yes,unknown,no,cellular,apr,thu,4367,10,24,0,success,0.148265406519978,92.90965684491881,-29.920779172546066,3.0025974726302884,5195.8
8253,55,housemaid,divorced,university.degree,unknown,unknown,no,cellular,jul,mon,2950,40,25,5,success,-2.074723657263352,93.96282431831185,-34.12778217916694,2.9438850957179015,5017.5
8254,41,services,single,basic.6y,unknown,no,unknown,cellular,dec,mon,4649,18,8,6,nonexistent,0.17698221901703937,92.61558349452254,-34.45988815343803,3.7817066722511306,5099.1
8255,64,entrepreneur,married,professional.course,unknown,no,unknown,telephone,apr,tue,3848,22,26,5,failure,-0.36764721558298685,93.45972696711009,-49.254724996624326,3.5995650859550725,5195.8
8256,53,student,married,basic.9y,yes,yes,no,cellular,jun,tue,4485,18,15,2,success,-1.985409267964497,94.75349627618525,-34.91577771626988,4.1337452143661775,5099.1
8257,42,management,divorced,illiterate,unknown,unknown,unknown,telephone,mar,fri,1015,31,23,3,nonexistent,-3.309105060828453,92.45879446332796,-46.19587930301551,2.6261471196704282,4963.6
8258,24,technician,divorced,university.degree,no,no,yes,telephone,may,tue,2155,28,13,6,nonexistent,1.0404032662066283,92.69477892020225,-29.598100684747784,4.393801281889661,5195.8
8259,72,technician,single,professional.course,unknown,yes,unknown,cellular,jun,fri,3457,40,6,6,nonexistent,0.3900417292903078,94.72067191025845,-46.69152014952979,0.9946739966301024,5176.3
8260,78,housemaid,married,illiterate,no,no,no,cellular,apr,fri,1706,29,21,4,success,-1.9489595785029812,92.46900044686245,-46.914945114864885,3.631747551881952,4991.6
8261,68,technician,divorced,professional.course,no,unknown,yes,telephone,jun,tue,3607,9,20,3,failure,-3.083688697455476,92.81506599584178,-34.84621486262925,0.8408221866383196,5017.5
8262,52,unemployed,unknown,basic.6y,yes,yes,no,telephone,jun,mon,3170,15,18,4,success,0.8652782140191371,93.60044052111948,-40.475226924297715,2.9048627398605777,5176.3
8263,25,management,unknown,university.degree,yes,yes,unknown,telephone,apr,mon,4761,5,19,0,nonexistent,-1.5057913983500557,93.38494330410772,-41.205722336063516,1.0028542055002356,5023.5
8264,39,blue-collar,unknown,high.school,unknown,no,yes,telephone,apr,fri,4041,33,6,5,success,-1.8221629705622053,93.15688664341913,-36.14028142047148,4.767698819171563,5008.7
8265,67,entrepreneur,single,university.degree,no,yes,yes,telephone,jul,wed,3461,20,9,6,failure,0.6633564373144281,93.78629698843942,-35.76206986548972,2.654152987276094,5099.1
8266,61,housemaid,unknown,university.degree,yes,no,yes,cellular,sep,mon,2340,39,9,4,failure,-0.9012882280791037,92.40678559026259,-27.22506855410381,0.7325736897504768,5023.5
8267,35,technician,divorced,illiterate,yes,no,no,telephone,sep,mon,3687,15,21,4,failure,0.6792790911059048,92.5982446419596,-40.81730503816887,3.3877664896165496,5228.1
8268,44,retired,unknown,basic.9y,yes,unknown,no,telephone,apr,thu,4840,24,9,4,failure,-2.7991132646922505,93.28917147972726,-36.487471924352,3.678340074227926,5228.1
8269,71,technician,married,basic.9y,yes,no,yes,telephone,jun,fri,3823,25,13,3,nonexistent,-2.3843173857021904,94.25048045029564,-34.589847122560805,4.367791541885934,5176.3
8270,70,student,single,high.school,no,unknown,yes,cellular,nov,wed,3048,24,10,0,failure,1.060668909982081,92.63339723053107,-41.05391389525144,3.0879064947401886,5176.3
8271,29,unemployed,unknown,university.degree,unknown,yes,yes,telephone,oct,mon,4389,19,1,3,success,-1.7033467170360268,93.26212698518816,-33.26771905606289,3.3469825479671793,5191.0
8272,63,retired,unknown,basic.9y,unknown,yes,yes,cellular,oct,fri,2946,28,27,2,nonexistent,-0.3213033199432167,93.48426357210757,-37.16947353849121,1.2782316860120568,5008.7
8273,48,entrepreneur,married,basic.4y,no,yes,yes,cellular,oct,mon,2507,22,9,3,nonexistent,0.3636326483952135,94.17306688631035,-30.746399965821364,4.137554573566459,5017.5
8274,56,technician,single,basic.6y,no,yes,yes,cellular,may,mon,706,16,27,3,nonexistent,-0.5125421287940468,92.41928145844645,-40.225373933160405,1.489058705972764,5195.8
8275,22,student,single,basic.4y,yes,yes,no,cellular,apr,wed,3185,45,8,5,failure,-3.2747562710731155,93.7699562789754,-42.03120903445841,1.190492318302118,4991.6
8276,23,blue-collar,single,high.school,yes,no,no,cellular,apr,mon,2239,3,5,2,failure,-2.780587672964421,94.16417632905765,-28.14795000243515,0.9107482684001749,5017.5
8277,71,blue-collar,unknown,basic.6y,no,unknown,unknown,telephone,jun,mon,1093,2,17,4,success,-0.47024221128950394,92.67889419070515,-42.1770107714463,2.311060757960893,5099.1
8278,74,housemaid,married,university.degree,yes,no,no,cellular,jun,fri,745,45,13,3,failure,-0.11962244904424901,92.91336344305134,-45.30867330529243,2.6140764007810517,5008.7
8279,17,housemaid,divorced,professional.course,no,yes,unknown,cellular,nov,mon,4926,25,8,6,nonexistent,-1.8266590820136737,93.94572430258485,-38.537979019027006,4.7201393190043,5195.8
8280,47,housemaid,married,high.school,no,unknown,no,cellular,may,wed,4560,21,13,0,failure,0.05064511491921886,92.73694906357339,-30.57088899743204,0.9354719213071058,5017.5
8281,46,technician,married,illiterate,unknown,no,yes,telephone,aug,mon,3125,37,6,6,success,-0.516889291105155,92.92199925515483,-40.25875727832401,4.4030011422232675,5023.5
8282,71,blue-collar,divorced,basic.4y,no,no,no,telephone,apr,wed,882,1,14,2,success,0.12959145824291207,94.69842510613377,-39.00537316508603,0.6944259913361748,5176.3
8283,75,housemaid,unknown,professional.course,yes,no,no,cellular,jun,mon,2804,26,19,1,nonexistent,1.1050762739295874,92.21625117055714,-30.28624235940192,4.99207453998317,5008.7
8284,73,retired,married,basic.6y,no,no,yes,cellular,apr,tue,2101,14,20,5,success,0.5096673888048104,94.76703215913868,-37.86207675733689,2.612713956821991,5176.3
8285,64,entrepreneur,divorced,basic.4y,yes,no,unknown,cellular,jul,tue,3196,39,14,1,failure,-1.3829427889929384,92.78981326595263,-31.488853648920472,2.918262468623357,4963.6
8286,56,unemployed,married,high.school,no,no,unknown,cellular,aug,thu,3025,24,11,1,nonexistent,1.3675415119171919,93.47674029052625,-32.13799012208466,2.5946332651043105,5176.3
8287,52,self-employed,divorced,basic.4y,no,yes,no,telephone,sep,fri,155,34,21,1,nonexistent,0.46180711356673987,94.12238042558363,-27.28507902174335,2.1910522970397905,5017.5
8288,51,housemaid,unknown,basic.6y,unknown,no,no,cellular,nov,tue,4319,8,20,0,failure,-2.0065030281082334,93.05633886894726,-32.67155404256226,2.5157983161787367,4963.6
8289,17,services,divorced,illiterate,yes,yes,no,cellular,nov,tue,2491,40,17,2,success,-2.9582516367176317,94.21059148022242,-30.956845518701623,1.8861388815174491,5008.7
8290,47,services,unknown,illiterate,unknown,yes,yes,telephone,apr,mon,3732,16,8,3,success,-2.5903132418588184,92.39121845775414,-32.411636229963264,4.9407011429885435,5191.0
8291,61,blue-collar,single,basic.9y,yes,no,unknown,telephone,dec,fri,2395,39,3,4,nonexistent,-0.1356183546096501,94.73354907554301,-47.57266344635756,1.7111532284979165,5008.7
8292,69,services,unknown,university.degree,no,yes,no,cellular,jun,fri,3196,2,11,4,failure,-1.7356669693284048,92.33868142540321,-30.452370072124832,4.676164196930135,5176.3
8293,63,technician,single,high.school,yes,unknown,unknown,telephone,jun,mon,560,10,7,2,failure,-0.5359480998894144,93.39369147552345,-39.58036625549518,3.2109615001313596,5017.5
8294,55,self-employed,unknown,basic.6y,unknown,no,yes,cellular,oct,fri,857,43,6,6,success,-2.2123176651525256,92.56404031195274,-33.06450609124498,0.7146740119525976,5176.3
8295,69,housemaid,divorced,basic.4y,yes,unknown,unknown,cellular,jul,tue,1376,13,4,0,nonexistent,-1.059368008910873,94.39595843862493,-47.33052254424292,4.791430493980983,5195.8
8296,35,blue-collar,single,basic.6y,no,yes,no,telephone,may,thu,1902,23,3,3,success,-1.2874757533048622,92.55829331391719,-39.35222640743747,1.1210841596275534,4991.6
8297,48,blue-collar,married,illiterate,unknown,no,no,cellular,may,tue,1776,44,10,3,success,0.4046998299619138,92.82144311215939,-37.90698574152623,1.012245705213905,5017.5
8298,30,student,married,basic.6y,yes,yes,yes,telephone,aug,thu,3571,24,11,6,failure,-2.0960381161410684,92.28995784938616,-44.40529774947914,2.871538909902716,5017.5
8299,73,admin.,single,professional.course,unknown,no,unknown,telephone,apr,wed,3750,49,18,5,success,0.45994279281003836,93.01540514863838,-31.613169877430835,1.9321843560405925,5191.0
8300,79,technician,single,illiterate,yes,no,no,cellular,oct,thu,2887,41,6,0,nonexistent,-2.7228400340356087,93.67107176725446,-40.72321572054773,3.8471122278833034,4963.6
8301,76,blue-collar,divorced,basic.4y,no,yes,unknown,cellular,sep,thu,2628,48,20,0,failure,0.5726309310416235,92.45402494434204,-27.159976442663737,4.130709228005639,4963.6
8302,51,blue-collar,divorced,basic.9y,unknown,yes,unknown,telephone,oct,thu,750,22,12,0,failure,1.359637133956403,92.89181777332158,-33.594505518817016,4.153740418010123,4963.6
8303,33,entrepreneur,single,illiterate,unknown,yes,yes,cellular,may,tue,3781,22,16,1,nonexistent,-3.0926472447519244,92.27930669906446,-41.71951098138137,0.8504542044313156,4963.6
8304,74,technician,unknown,professional.course,yes,yes,unknown,telephone,jun,tue,1978,19,21,3,failure,-2.8571765476893614,94.65080475199579,-39.25337077043728,4.732539098300798,5191.0
8305,65,blue-collar,divorced,basic.6y,yes,unknown,no,telephone,dec,tue,3063,46,22,5,failure,-2.755767534469035,94.1159302121783,-45.89847731729578,4.2261014102310135,5191.0
8306,35,admin.,married,illiterate,yes,yes,yes,telephone,may,fri,1982,40,0,4,failure,0.8720422547241147,92.31655818663755,-33.67513609746706,3.626007393643598,5076.2
8307,48,student,married,professional.course,yes,no,yes,telephone,apr,tue,3365,17,3,6,success,-0.20346134981561637,93.92846707682511,-43.6387243643718,2.2937118588734142,4963.6
8308,38,admin.,married,professional.course,no,unknown,yes,cellular,dec,fri,11,49,6,6,failure,-0.6340391284786024,92.87350457285336,-31.803394438534664,1.6739574973379505,5099.1
8309,42,retired,married,illiterate,no,unknown,no,telephone,apr,fri,3080,10,10,5,nonexistent,-1.0394499773408516,94.65568521732418,-34.512308090433606,2.7406782642071215,5008.7
8310,42,housemaid,married,illiterate,no,no,unknown,telephone,sep,thu,1287,19,10,5,failure,-0.8736126243826172,93.976738113478,-32.907735732758724,2.0589172548810617,5176.3
8311,21,housemaid,married,basic.9y,yes,unknown,no,cellular,sep,wed,1531,16,12,5,success,0.22953789018319748,92.79828414821696,-39.63976776791744,1.0778558497110677,5195.8
8312,30,unemployed,divorced,basic.6y,yes,unknown,unknown,cellular,may,thu,3395,38,21,2,failure,-0.24780897567762317,94.64486158716102,-45.868878824559836,3.1370100962135816,5191.0
8313,18,unemployed,unknown,high.school,no,unknown,no,telephone,apr,wed,1166,24,1,1,nonexistent,-1.2648741815371585,94.77985547743333,-44.05421618523234,3.0462967621379238,5076.2
8314,63,services,divorced,university.degree,unknown,yes,no,telephone,apr,wed,4099,31,18,1,failure,0.7941115000786865,93.8199293467672,-41.856906177723964,4.460885198925051,5017.5
8315,73,unemployed,single,professional.course,no,no,yes,telephone,apr,fri,4997,49,13,2,nonexistent,-3.178298825680654,93.92963262978753,-27.407402005055424,3.0544196797412964,5228.1
8316,30,self-employed,unknown,basic.6y,no,unknown,unknown,cellular,aug,mon,4810,40,24,3,success,-0.741042636887566,93.28850603774629,-39.674047831929556,1.2522530613339273,4963.6
8317,77,housemaid,unknown,basic.4y,yes,unknown,unknown,cellular,aug,tue,560,4,25,6,failure,-0.6308187962665954,92.93103213510666,-49.451104227326084,0.8915422659959341,4991.6
8318,72,entrepreneur,unknown,basic.6y,no,unknown,yes,telephone,dec,fri,2404,41,16,4,nonexistent,1.2218668373270902,93.25739092870509,-28.301097888360374,4.789063079574086,4963.6
8319,52,unemployed,unknown,basic.9y,no,unknown,no,cellular,apr,tue,680,34,7,2,failure,-0.6097645505838836,94.2947142420091,-29.864937638058215,4.730411825671659,5191.0
8320,23,blue-collar,single,basic.6y,no,yes,unknown,cellular,mar,thu,2103,26,20,0,success,0.8732660393647742,94.25550257390708,-28.214177503725423,1.0905634943943951,5195.8
8321,50,retired,divorced,university.degree,unknown,unknown,unknown,cellular,jun,fri,2168,28,8,3,failure,-3.2779510415589326,92.59670518227415,-48.82171843414649,1.2867371573674602,5228.1
8322,34,blue-collar,unknown,illiterate,no,unknown,no,telephone,apr,mon,352,8,16,4,failure,-3.263393243152838,92.49016222960472,-42.01590841517829,0.9104350880200869,5228.1
8323,18,retired,married,basic.9y,yes,unknown,no,cellular,oct,wed,4414,43,13,2,success,0.7144736707022878,93.5255208906705,-33.19164551411467,1.7244794499338898,5099.1
8324,76,entrepreneur,unknown,basic.6y,yes,yes,unknown,telephone,jul,wed,2270,15,10,0,success,-1.9496968367045946,94.64088011478425,-33.22085843263174,1.2042999251938125,5023.5
8325,55,unemployed,unknown,professional.course,unknown,unknown,unknown,telephone,jun,mon,902,47,7,6,nonexistent,-2.6573515593920116,92.66061683758895,-39.35004303247659,3.6023966599770643,5099.1
8326,42,unemployed,divorced,basic.9y,unknown,yes,unknown,telephone,nov,wed,1223,29,8,1,failure,-2.680308836829893,93.30228504095513,-33.489260827787454,1.478102159182101,5076.2
8327,36,services,married,professional.course,unknown,no,yes,cellular,dec,wed,4132,33,12,4,success,-1.1920909117237888,93.99749526265792,-38.25612775052938,1.3067827621975663,5099.1
8328,35,blue-collar,married,basic.4y,no,unknown,yes,telephone,dec,tue,1763,16,19,3,failure,-2.4108711097326,92.85992443411857,-43.60139559204076,4.532538065666332,5176.3
8329,60,retired,single,basic.6y,unknown,yes,no,telephone,nov,mon,2680,5,20,1,nonexistent,-1.3554751677290957,92.90527015055308,-28.638230319730315,1.1374626152332477,5195.8
8330,72,student,single,professional.course,no,yes,unknown,cellular,nov,thu,237,47,6,1,nonexistent,0.23774297673435152,92.54413990590952,-33.44573770453596,0.9941638259815941,5228.1
8331,56,self-employed,unknown,high.school,yes,no,no,telephone,mar,tue,75,10,2,0,failure,-0.653566670471863,93.29175172858837,-37.72435853340829,3.5977369677859232,4991.6
8332,62,services,married,professional.course,no,yes,no,cellular,aug,thu,1575,4,20,3,success,-3.152056350831655,94.20520784936194,-49.06045809681482,4.188135572164396,5228.1
8333,23,retired,married,professional.course,unknown,yes,yes,cellular,may,mon,2066,18,17,4,success,-3.1016453302133473,94.19109343186125,-40.22037415267731,4.990195058761289,5195.8
8334,72,services,divorced,high.school,yes,unknown,yes,cellular,aug,thu,1233,45,23,3,nonexistent,1.2443020575838717,93.03652133308071,-44.177620327005734,3.6554905851732933,5099.1
8335,71,admin.,married,high.school,unknown,unknown,no,cellular,may,thu,268,25,8,2,nonexistent,0.0612554249643269,94.16102154239967,-39.78695188603717,5.022761083073165,5023.5
8336,62,technician,married,basic.6y,unknown,yes,no,telephone,jul,fri,874,18,19,6,success,-0.15965441933539193,94.10112256834094,-38.97243632159355,1.8030504465425508,5228.1
8337,24,student,unknown,high.school,unknown,yes,unknown,telephone,aug,wed,1991,37,20,0,failure,-0.4682905433276696,92.66725794677247,-32.50164122488414,4.302233171173874,4991.6
8338,17,technician,divorced,basic.4y,yes,yes,yes,cellular,mar,thu,1991,8,27,4,failure,-3.307271968006842,92.39052355165042,-36.33584600376784,3.186748761928786,5191.0
8339,60,services,divorced,professional.course,no,no,unknown,telephone,dec,mon,3837,17,21,2,nonexistent,-0.3414685533459947,93.04929066900559,-28.966526580040068,3.549201370714582,5023.5
8340,48,technician,unknown,high.school,unknown,unknown,no,cellular,mar,fri,2858,14,15,2,success,-3.385418077229095,94.69821258921613,-28.419028094529736,3.412412928273016,5191.0
8341,22,unemployed,single,basic.6y,unknown,unknown,yes,telephone,sep,mon,1011,22,13,5,nonexistent,-0.6449966206083038,92.68007175065816,-37.14489324062487,2.204361679604453,5076.2
8342,33,housemaid,single,illiterate,unknown,unknown,no,cellular,apr,mon,2386,45,0,4,nonexistent,0.07770871502160803,92.49146516266966,-49.025075951987866,4.9909084828189245,5176.3
8343,57,technician,single,professional.course,no,no,no,cellular,apr,mon,3314,5,1,1,success,1.1403737163076957,94.76230722640702,-31.830534149922975,4.755189109595227,5099.1
8344,29,management,single,basic.6y,no,no,no,telephone,nov,wed,1315,14,27,0,nonexistent,0.41032295391539364,94.39253151924322,-40.46310636275654,1.97983000412935,5228.1
8345,76,services,single,basic.9y,unknown,yes,yes,telephone,sep,fri,3863,34,11,0,success,-3.1524604874296465,94.62313829730573,-36.69728109602951,0.9434734624449925,4991.6
8346,70,student,divorced,professional.course,no,yes,unknown,cellular,nov,tue,3771,29,14,5,failure,0.07435558467095404,92.27983965612813,-36.72919864322126,1.155088082218092,5195.8
8347,77,retired,unknown,illiterate,no,no,unknown,cellular,jun,tue,2626,36,15,4,success,-2.102221616873975,93.75833323785928,-43.25047144037341,4.555755699260431,4991.6
8348,34,unemployed,married,professional.course,yes,unknown,unknown,telephone,aug,thu,415,47,20,6,failure,-2.4432382854394112,94.7300389153192,-46.778980454129886,4.573585895744853,4991.6
8349,61,entrepreneur,single,university.degree,no,unknown,yes,telephone,aug,wed,2612,20,14,2,failure,1.3174807834855273,92.59901698727653,-40.54389277219387,1.4531119694963621,5008.7
8350,73,self-employed,divorced,university.degree,no,unknown,no,cellular,jun,tue,4333,31,18,0,failure,-3.0154478369164974,94.56781346748377,-39.72140622151514,1.1487243543520864,5228.1
8351,34,self-employed,divorced,basic.4y,no,yes,yes,telephone,oct,thu,2591,34,20,0,success,0.1940671749255829,93.34596067563992,-48.7663565576335,2.531258053987749,5099.1
8352,29,admin.,married,basic.6y,unknown,unknown,yes,cellular,nov,tue,552,3,10,1,nonexistent,-3.2295346775571963,94.40697349109178,-48.59600387706213,1.2638104807457227,5008.7
8353,79,entrepreneur,single,basic.6y,no,unknown,unknown,cellular,mar,wed,1725,33,23,6,failure,1.3576609929885497,93.58484432076958,-39.71806756381894,4.398809578487669,5195.8
8354,58,self-employed,divorced,high.school,yes,unknown,no,cellular,mar,wed,1331,40,25,2,nonexistent,0.0932766880188951,93.07355335658536,-31.03973673529149,3.839537872444774,5099.1
8355,18,technician,unknown,basic.4y,yes,yes,yes,telephone,oct,fri,4566,1,16,0,nonexistent,-1.5794578164979705,92.87655490239872,-40.231121817669056,4.221461015698944,5008.7
8356,38,blue-collar,married,university.degree,unknown,unknown,no,telephone,jun,thu,3883,4,25,2,failure,-2.688024094755687,94.56439302711888,-46.61443215308714,3.051283979201527,5191.0
8357,48,management,unknown,basic.6y,yes,unknown,no,telephone,sep,wed,1667,12,27,3,success,0.7639744592084257,94.25487796362074,-40.198817463290034,3.598723763451739,5099.1
8358,19,blue-collar,married,illiterate,no,no,unknown,cellular,may,thu,4972,28,27,5,success,-2.056076719611948,93.08533593776316,-27.217142494729423,4.728523105558833,5008.7
8359,36,admin.,single,high.school,yes,no,yes,telephone,oct,tue,2168,19,7,1,failure,-2.756660746449787,94.34852399345473,-48.372247243828696,4.076953170359169,5228.1
8360,31,self-employed,divorced,professional.course,no,unknown,unknown,telephone,aug,mon,1963,22,17,3,success,-0.9088015074494624,93.14077535828166,-39.746632320125826,3.549520341923261,4991.6
8361,47,student,divorced,professional.course,yes,unknown,unknown,cellular,nov,tue,3888,6,2,1,success,-3.033160847380891,94.47212770642139,-36.97711983319048,2.221270150142447,4963.6
8362,24,unemployed,single,professional.course,yes,yes,unknown,telephone,mar,thu,4813,32,17,5,failure,-1.8107916345413821,94.54204455680892,-45.72852269025824,2.3868852621221537,5017.5
8363,28,student,married,basic.6y,yes,unknown,no,telephone,jun,wed,4235,33,27,1,nonexistent,-2.8169685652184544,93.43150102948297,-28.479747634941546,3.366877484672267,5099.1
8364,27,management,unknown,basic.4y,yes,unknown,unknown,telephone,oct,tue,1853,35,23,0,nonexistent,-0.10941094689403741,94.32100995313061,-27.274565520756056,3.8601526234044417,5008.7
8365,74,unemployed,divorced,basic.6y,yes,unknown,unknown,cellular,aug,mon,3505,36,22,4,failure,-2.3353935994636013,92.71904333106366,-39.63379094246538,4.782855749141181,5195.8
8366,19,self-employed,single,professional.course,unknown,unknown,yes,telephone,sep,mon,3995,21,2,1,failure,1.205082128846779,92.52004300292376,-32.854148378114246,0.9923602567276772,4963.6
8367,43,management,single,basic.4y,unknown,no,yes,telephone,jul,mon,3027,36,6,3,nonexistent,-1.4021996989824486,93.64931570842388,-36.94537055721756,4.4313277534361815,5191.0
8368,69,services,married,high.school,yes,no,no,cellular,sep,wed,4880,45,1,5,failure,-0.3519539271450638,93.3607259967363,-30.155666847749355,2.444146723454462,5191.0
8369,35,entrepreneur,unknown,illiterate,unknown,yes,no,telephone,oct,fri,822,16,25,0,failure,-1.8831360706263451,94.75733290122962,-49.58450675682052,1.4457558477900239,5191.0
8370,26,housemaid,unknown,basic.9y,yes,no,no,telephone,oct,mon,495,12,23,4,failure,-0.05238841062108035,93.17139464876043,-36.117111300409306,1.361505014352014,5076.2
8371,60,entrepreneur,married,professional.course,yes,no,yes,telephone,apr,wed,3474,9,4,5,nonexistent,-0.601688430901544,94.33428254270495,-35.74909655773525,3.901875749491742,5099.1
8372,17,retired,divorced,university.degree,yes,unknown,unknown,cellular,jun,wed,1647,20,16,3,nonexistent,-2.736712294002956,92.41531362176913,-42.93472619212086,1.221009103001444,5099.1
8373,40,retired,married,basic.6y,unknown,yes,no,cellular,apr,wed,2452,16,3,3,failure,0.34315562670234945,92.35216884273952,-47.814095697304516,3.119955036227795,5008.7
8374,23,entrepreneur,unknown,basic.4y,unknown,yes,yes,telephone,may,tue,3826,7,12,1,nonexistent,0.03793541296065106,93.14303821309271,-46.954887922926524,0.7478820704797559,5099.1
8375,35,blue-collar,divorced,professional.course,yes,unknown,no,cellular,apr,wed,1119,12,2,6,nonexistent,-0.5702341546539555,94.54778104074116,-46.516068626170764,1.283528136212462,5195.8
8376,44,student,single,university.degree,yes,yes,yes,cellular,aug,tue,3306,4,24,0,nonexistent,0.9802758720329776,93.333011319788,-49.52397946830558,0.6521219945727728,5017.5
